Item_Name,SKU,GMV,Units_Sold,Orders,Offer_Pageviews,Offer_Conversion,Item_id,Base_Item_Id,Item_Pageviews,Item_Conversion,Auth_Sales,Cancelled_Sales,Refund_Sales,Department,Brand,Listing_Quality_Score,GMV_Minus_Commission,AUR,Cancelled_Units,Item_Condition,cancellation_Rate,Refund_Rate
"Dell OptiPlex 7010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 512SSD SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included)",R57-TMHM-CYJ,2111.31,13,20,128,15.625,823699319,823699319.0,255,8.235294117647058,3480.54,148.7,1220.53,TABLETS,Dell,30.90379387991769,1984.65,158.2063636364,1,New,0.05,61.0265
"Pre-Owned Dell OptiPlex 7010 Desktop Gaming PC Desktop PC 2TB HDD/512SSD Core i5 16GB Wi-Fi Windows 11 Pro Used SFF, Fortnite Ready",VL1-FI-3S2,964.65,5,6,19,31.57894736842105,3097975854,3097975854.0,38,15.789473684210526,1350.51,0.0,385.86,TABLETS,Dell,61.80758775983538,906.76,192.93,0,Pre-Owned: Good,0.0,64.31
"Restored Dell Optiplex Desktop Computer 3.0 GHz Core i5 Tower PC, 16GB, 250GB HDD, Windows 10 Home x64, 19"" Dual Monitor , USB Mouse & Keyboard (Refurbished)",GTI-M1L-XSE,0.0,0,0,0,,773040424,773040424.0,0,,0.0,0.0,0.0,TABLETS,Dell,35.63581319955679,0.0,,0,Restored: Like New,,
"Restored Dell Optiplex Desktop Computer 3.0 GHz Core i5 Tower PC, 16GB, 1TB HDD, Windows 10 Home x64, 19"" Dual Monitor , USB Mouse & Keyboard (Refurbished)",MIU-V1J-NWX,498.03,3,4,14,28.57142857142857,834248235,834248235.0,24,16.666666666666664,664.04,0.0,166.01,TABLETS,Dell,53.06124572753906,468.15,166.01,0,Restored: Like New,0.0,41.5025
"Windows 11 Pro Dell OptiPlex 3020 Desktop Computer, Intel Corei5 Dual-core (2 Core) 3.50 GHz, 8GB RAM DDR3 2TB HDD, Small Form Factor with (Monitor Not Included) Monitor",NMJ-1P6J-LDG,565.89,3,3,4,75.0,204925192,204925192.0,7,42.85714285714285,565.89,0.0,0.0,COMPUTING,Dell,60.0,531.93,188.63,0,New,0.0,0.0
"DELL Optiplex 7010 Desktop Computers, Intel Core i5, 8GB, 512GB HD, 256GB SSD, DVD, Black",SI3-3J32-R85,295.57,2,4,14,14.285714285714285,553178765,553178765.0,19,21.052631578947366,615.37,159.9,159.9,COMPUTING,Dell,38.65843677520752,276.39,153.8425,1,New,0.25,39.975
"Pre-Owned Dell OptiPlex 3020 SFF Computer Intel Core i5 16GB DDR3 512GB SSD WiFi USB 3.0 Displayport Windows 11 Pro includes Two 22"" LCD Monitors",PA2-1M38-D97,0.0,0,0,0,,340920874,340920874.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Pre-Owned: Good,,
Restored: Dell OptiPlex 3020 Desktop Computer - 4GB RAM 500GB HDD Intel Core i5 3.30 GHz - Small Form Factor,AIQ-H4M-QUI,435.16,4,6,0,,376204632,376204632.0,244,3.278688524590164,652.74,217.58,0.0,TABLETS,Dell,0.0,409.04,108.79,2,Restored: Like New,0.3333333333333333,0.0
HP Genuine Original OEM 135W Laptop Charger AC Adapter Power Cord For HP COMPAQ 8710P NX9420,F6T-80EL-HUVZ,0.0,0,0,0,,460063901,460063901.0,0,,0.0,0.0,0.0,COMPUTER ACCESSORIES,HP,43.63055419921875,0.0,,0,New,,
Fast Dell Optiplex 7010 Desktop PC I5-3470 Quad Core 3.2Ghz 8Gb 1TB DVDRW Windows 11 64 Bit WiFi with (Monitor Not Included),YL1-5H99-N39,1066.35,7,8,34,23.52941176470588,517654466,517654466.0,58,17.24137931034483,1218.44,0.0,152.09,COMPUTING,Dell,88.88888888888889,1002.36,152.305,0,New,0.0,19.01125
"Windows 10 Pro Dell OptiPlex 3020 Desktop Computer, Intel Core i5 i5 Quad-core (4 Core) 3.30 GHz, 16GB RAM DDR3 SDRAM, 512SSD HDD, Small Form Factor, Black, Gray (Monitor Not Included)",OHE-BNI3-05V,389.08,2,1,1,100.0,812886014,812886014.0,2,50.0,389.08,0.0,0.0,COMPUTING,Dell,12.903135299682615,365.74,194.54,0,New,0.0,0.0
"Pre-Owned Dell Optiplex 7010 Desktop PC with Intel i5 Processor, 16GB Memory, 2TB Hard Drive and Windows 11 Pro (Monitor Not Included) - Used",YNF-FF-9AE,374.32,2,3,1,200.0,2562257246,2562257246.0,6,50.0,561.48,0.0,187.16,TABLETS,Dell,58.8921152750651,351.86,187.16,0,Pre-Owned: Like New,0.0,62.38666666666666
"Restored HP Pro 6200 Desktop Computer Intel Processor 8GB 2TB HD Wi-Fi DVD with a 17"" LCD Monitor - Windows 10 PC (Refurbished)",T69-NOE-VST,0.0,0,0,0,,55484940,55484940.0,1,0.0,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Pre-Owned HP EliteDesk 8300 Tower Computer PC, Intel Quad-Core i5, 1TB HDD, 16GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, USB Keyboard and Mouse (Used )",VO0-0PL-AMJ,0.0,0,0,0,,350063919,350063919.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
Dell Optiplex 7010 Windows 11 Pro Premium Desktop PC Tower Core i3 3.1GHz Processor 8GB RAM 500GB Hard Drive DVD-RW Wifi with a (Monitor Not Included) -Used Computer (Used-Like ),WT8-4P58-O93,128.9,1,1,7,14.285714285714285,293095100,293095100.0,13,7.6923076923076925,128.9,0.0,0.0,TABLETS,Dell,27.98838424682617,121.17,128.9,0,New,0.0,0.0
"Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 8GB RAM 1TB HDD 24"" LCD Windows 10 Pro (Refurbished)",90V-VUA-8JF3,0.0,0,0,0,,1119385454,1119385454.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Pre-Owned Dell OptiPlex 3010-SFF Desktop PC with Intel Core i3-3220 Processor, 16GB Memory, 512SSD Hard Drive and Windows 11 Pro (Monitor Not Included) - Used",0XE-MR8U-76K,0.0,0,0,0,,924052952,924052952.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Pre-Owned: Like New,,
"Pre-Owned HP EliteDesk 800G1 Desktop Computers, Intel Core i5, 8GB, 1TB HD, DVD",746-IV-4JW,0.0,0,0,0,,2751301192,2751301192.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
Restored Generic Desktop Computer VGA Cable 5 FT,8I4-95B9CG0,0.0,0,0,0,,870052196,870052196.0,0,,0.0,0.0,0.0,COMPUTER ACCESSORIES,Generic,0.0,0.0,,0,New,,
Lenovo M92P Desktop Computer PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 128GB SSD HDD Windows 11 Pro with AMD Radeon Graphics Card (Roblox Ready),EJ2-9F69-K98,0.0,0,0,0,,552913800,552913800.0,0,,0.0,0.0,0.0,COMPUTING,Lenovo,0.0,0.0,,0,New,,
"Pre-Owned Dell Optiplex 3020 Desktop Tower Computer, Intel Core i3, 16GB RAM, 500GB HD, DVD-ROM, Windows 11 Pro 64Bit, Black with (Monitor Not Included)",UZS-ZDOX-BX2,0.0,0,0,1,0.0,506682477,506682477.0,1,0.0,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,New,,
"Dell Optiplex 7010 Desktop PC, I5-3470 Quad Core, 3.2Ghz, 16GB, 1TB HD, Windows 1164 Bit WiFi",6C1-ICRR-YUT,-151.32,-1,3,34,8.823529411764707,422298492,422298492.0,126,3.1746031746031744,433.92,0.0,585.24,COMPUTING,Dell,72.97297297297297,-133.16,144.64,0,New,0.0,195.08
HP Gaming PC Core i5 16GB RAM 1TB HDD For Fortnite Gaming Windows 10 Pro Pro,WJ4-5X75-G19,0.0,0,0,0,,409693259,409693259.0,0,,0.0,0.0,0.0,COMPUTING,HP,0.0,0.0,,0,New,,
"Dell Optiplex 3020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 8GB DDR3 RAM, 1TB Hard Disk Drive (HDD) SATA Hard Drive, Windows 11 Professional 64bit",WT5-1Z13-M95,668.44,4,8,114,7.017543859649122,254623578,254623578.0,217,4.147465437788019,1336.88,0.0,668.44,COMPUTING,Dell,0.0,628.32,167.11,0,New,0.0,83.555
"Dell 9020 Computer Tower Desktop, Intel Core i7, 32GB, 1TB HD, SSD",02AN-EAJQ-ZYF4L,4523.89,12,18,286,6.293706293706294,614769850,614769850.0,577,3.119584055459272,6750.62,731.22,1495.51,COMPUTING,Dell,85.0,4363.55,375.0344444444,2,New,0.1111111111111111,83.0838888888889
"Restored Gaming HP 800G1 Desktop SFF Computer PC Intel Core i5 Processor 8GB Ram 500GB HDD NVIDIA GT 1030 2GB 19"" LCD Bto KB & Mouse Wifi Adapter Bluetooth Windows 10 (Refurbished)",UAC-W8L-UOH,0.0,0,0,0,,339733408,339733408.0,1,0.0,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Pre-Owned Used Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 16GB RAM 1TB Hard Drive Windows 7 Pro with a 19"" LCD Monitor Keyboard and Mouse!",TR1-8B13-M92,0.0,0,0,0,,665910721,665910721.0,2,0.0,0.0,0.0,0.0,TABLETS,Roundedsam,16.836721420288086,0.0,,0,Pre-Owned: Good,,
"Restored Dell OptiPlex 790 Desktop PC Intel i3 3.4GHz Processor 16GB of RAM 500GB Hard Drive DVD Wi-fi with a 19"" LCD and T-Wolf TF100 Wireless Keyboard and Mouse - Windows 10 Computer (Refurbished)",8F4-SJ53-C57,244.28,2,2,10,10.0,293623251,293623251.0,310,2.258064516129032,244.28,0.0,0.0,TABLETS,Dell,33.03706164476348,229.62,122.14,0,Restored: Like New,0.0,0.0
Lenovo ThinkPad X1 Carbon 65W Genuine Original OEM Laptop Charger AC Adapter Power Cord,7B3-MGOND9X,0.0,0,0,0,,100987390,100987390.0,0,,0.0,0.0,0.0,COMPUTER ACCESSORIES,Lenovo,0.0,0.0,,0,New,,
"Restored HP Business Desktop Computer, Intel Core i5, 16GB RAM, 1TB HD, DVD Writer, Windows 7 Professional, (Refurbished)",WQA-OP1-5XF,119.61,1,1,0,,49236555,49236555.0,7,14.285714285714285,119.61,0.0,0.0,TABLETS,HP,0.0,112.43,119.61,0,Restored: Like New,0.0,0.0
"Restored Windows 7 Pro Dell OptiPlex 9020 Desktop Tower, Intel Core i5, 8GB RAM, 500GB HDD, Intel HD Graphics 4600 with 19"" LCD Monitor (Refurbished)",TF4-2H90-I12,442.44,3,6,12,41.66666666666667,672379124,672379124.0,22,27.27272727272727,884.88,0.0,442.44,TABLETS,Dell,42.79883842468261,407.04,147.48,0,Restored: Like New,0.0,73.74
"Pre-Owned HP EliteDesk 8100 Desktop Computer PC, Intel Dual-Core i5, 2TB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, USB Keyboard and Mouse (Used )",I16-6YQ-V3W,0.0,0,0,0,,915486330,915486330.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Good,,
"Dell Optiplex 3020 Desktop, Intel Core i5, 16 GB, 248GB SSD, DVD, Black",DG2-3C41-E78,198.87,1,1,5,20.0,425391216,425391216.0,9,11.11111111111111,198.87,0.0,0.0,COMPUTING,Dell,70.96771176656087,186.94,198.87,0,New,0.0,0.0
Pre-Owned Used Dell OptiPlex 7010 Desktop Slim Computer SFF Intel Quad-Core i5-4570 3.20GHz with Windows 11 Professional 8GB Memory 1TB Hard Drive PC with (Monitor Not Included),OK5-2M49-H48,0.0,0,1,0,,989886238,989886238.0,1,100.0,177.7,0.0,177.7,TABLETS,Dell,45.33526992797852,0.0,177.7,0,Pre-Owned: Good,0.0,177.7
"HP Desktop Computers, Intel Core i5, 16GB, 120GB SSD, DVD, 800G1",RL8-8MV-S7HK,4461.8,34,46,1847,2.8153762858689766,954296188,954296188.0,2654,2.110022607385079,6146.2,392.1,1292.3,COMPUTING,HP,22.476609753024192,4194.02,130.770212766,3,New,0.06521739130434782,28.093478260869563
"Restored Dell Optiplex 3010 Desktop Computer Intel Core i3 3220 16GB RAM 500GB DVD Windows 10 Professional PC, Free keyboard and Mouse, WiFi Adapter, Black (Refurbished)",TI4-ZM7-FKC,0.0,0,0,0,,258613377,258613377.0,6,0.0,0.0,0.0,0.0,TABLETS,HP,59.5918685913086,0.0,,0,Restored: Like New,,
"Pre-Owned Dell Desktop Computer Core i5 Optiplex 3010 SFF Windows 11 Pro with 19"" LCD Monitor - Used",2EE-RLCG-TR2,0.0,0,0,0,,636536546,636536546.0,0,,0.0,0.0,0.0,TABLETS,Dell,29.533526611328124,0.0,,0,Pre-Owned: Like New,,
Pre-Owned Dell 790 Tower WiFi HDMI Quad Core i5-2400 3.10Ghz 16Gb 500Gb Windows 10 64 Bit,QPO-O5T-J40,0.0,0,1,2,50.0,264262296,264262296.0,2,50.0,114.29,0.0,114.29,TABLETS,Dell,53.49854850769043,0.0,114.29,0,Pre-Owned: Good,0.0,114.29
"Dell Optiplex 3020 Desktop Computer, Intel Core I5, 8GB RAM 500GB HDD Windows 11 Pro, USB Keyboard and Mouse 1 (Monitor Not Included)",TM1-3F77-Z52,141.87,1,1,1,100.0,203350504,203350504.0,1,100.0,141.87,0.0,0.0,COMPUTING,Dell,100.0,133.36,141.87,0,New,0.0,0.0
"Restored Dell OptiPlex Desktop Computer Intel Core i3 8GB Memory 500GB HD DVD-RW Wi-Fi and 19"" LCD Monitor Windows 10 PC (Refurbished)",GFN-G49-V3S,0.0,0,0,0,,634796876,634796876.0,8,0.0,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Restored: Like New,,
Lenovo M92P Desktop Gaming Computer PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 250GB HDD Windows 11 Pro with AMD Radeon Graphics Card (Roblox Ready),WS6-6W41-R42,322.2,1,2,3,33.33333333333333,624913967,624913967.0,7,28.57142857142857,322.2,0.0,0.0,COMPUTING,Lenovo,21.46173858642578,322.2,161.1,0,New,0.0,0.0
Used Dell OptiPlex 7010 Windows 11 Desktop Computer Bundle with a Intel i3 Dual Core Processor 16GB of Ram 500GB HDD DVD and Wi-Fi,1TH-M0FY-AI4,0.0,0,0,0,,406227156,406227156.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,New,,
"Fast Dell Optiplex 7010 Desktop PC I5-3470 Quad Core 3.2Ghz 16GB 512SSD DVDRW Windows 7 64 Bit WiFi with 17"" LCD Monitor",Z7H-LHSC-LUU,0.0,0,1,1,100.0,100223405,100223405.0,1,100.0,189.78,189.78,0.0,TABLETS,Dell,66.32655715942383,0.0,189.78,1,New,1.0,0.0
"Pre-Owned Used Dell OptiPlex 9010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 1TB SATA Hard Drive, Windows 11 Professional 64bit",TV5-1M98-A85,147.9,1,1,0,,610280056,610280056.0,4,25.0,147.9,0.0,0.0,TABLETS,Dell,61.66182708740234,139.03,147.9,0,Pre-Owned: Good,0.0,0.0
Pre-Owned Dell OptiPlex 7010 - Tower i5 Processor RAM 16GB HDD 240SSD Windows 11 Pro Pro With (Monitor Not Included) - Used,ZR5-1ZCM-BI4,0.0,0,0,0,,272753537,272753537.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Pre-Owned: Like New,,
"Pre-Owned DELL Optiplex 9020 Desktop Computer PC, Intel Quad-Core i5, 2TB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse (Used )",FTR-L5B-XNI,0.0,0,0,0,,100962722,100962722.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Pre-Owned: Like New,,
Pre-Owned Dell OptiPlex 790 Desktop Computer PC with Intel Core i5 Processor 16GB RAM 240SSD Wi-Fi DVD Win7 Pro and 2x 17 LCD Monitors - Used PC,E1D-KS2A-13X,0.0,0,0,0,,238253356,238253356.0,0,,0.0,0.0,0.0,TABLETS,Dell,32.653114318847656,0.0,,0,Pre-Owned: Good,,
"Dell OptiPlex 3020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 10 Professional 64bit (Monitor Not Included)",GJQ-D8ON-ETK,200.33,1,1,0,,986184875,986184875.0,0,,200.33,0.0,0.0,TABLETS,Dell,0.0,188.31,200.33,0,New,0.0,0.0
"Restored HP Elite 8200 Desktop Computer Intel Core i5 Processor 8GB 1 TB Windows 11 Pro with DUAL 20"" LED Monitor's Keyboard and Mouse (Refurbished)",NX6-3I46-C18,0.0,0,0,0,,232003875,232003875.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,New,,
"Pre-Owned Dell OptiPlex 980 Thin Desktop Computer, Intel Core i7 with Windows 10 Professional 16GB RAM 250GB HDD VGA USB- Used Desktop PC",Q5G-W3N-TBW,0.0,0,0,0,,154525495,154525495.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,New,,
"Restored Dell Optiplex 9020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 4, 8GB DDR3 RAM, 500GB Hard Disk Drive (HDD) SATA Hard Drive, Windows 10 Home 64bit (Refurbished)",KXG-L8O-HGX,0.0,0,0,0,,280039631,280039631.0,0,,0.0,0.0,0.0,TABLETS,Dell,64.2857141494751,0.0,,0,Restored: Like New,,
"Pre-Owned Lenovo ThinkCentre M91 Desktop Tower Computer, Intel Core i7, 16GB RAM, 240GB SSD, DVD-ROM, Windows 10 Professional, Black",6B6-6AR-D8S,0.0,0,0,0,,268559067,268559067.0,0,,0.0,0.0,0.0,TABLETS,Lenovo,0.0,0.0,,0,Pre-Owned: Good,,
Restored Dell OptiPlex 3020 SFF (Refurbished),SZS-SCH-WHNE,173.54,1,1,2,50.0,732324534,732324534.0,3,33.33333333333333,173.54,0.0,0.0,TABLETS,Dell,100.0,163.13,173.54,0,Restored: Like New,0.0,0.0
"Dell OptiPlex 790 Tower Desktop w/ 19"" Monitor, Core i5, 4GB, 250GB HDD, DVD, (Refurbished)",I5E-NUT-CSM,0.0,0,0,0,,257503973,257503973.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Restored: Like New,,
"Pre-Owned ""DELL Optiplex 990 Tower Computer PC, Intel Quad-Core i5, 1TB HDD, 16GB DDR3 RAM, Windows 10 Pro, DVW, WIFI, USB Keyboard and Mouse (Used )""",3A0-0UN-112,114.99,1,1,1,100.0,54388707,54388707.0,1,100.0,114.99,0.0,0.0,TABLETS,Dell,100.0,108.09,114.99,0,Pre-Owned: Like New,0.0,0.0
Pre-Owned Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 2TB Hard Drive Windows 11 Pro 64bit with a (Monitor Not Included) Keyboard and Mouse,DEX-XJC-KD6,0.0,0,0,0,,579563640,579563640.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
"Dell Optiplex 790 Desktop Computer PC, 3.40 GHz Intel i7 Quad Core Gen 2, 4GB DDR3 RAM, 250GB Hard Disk Drive (HDD) SATA Hard Drive, Windows 10 Home 64bit",OJ1-1EK-GA2,175.45,1,1,13,7.6923076923076925,287838495,287838495.0,15,6.666666666666667,175.45,0.0,0.0,TABLETS,Dell,100.0,164.92,175.45,0,New,0.0,0.0
"Dell Optiplex 9020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 4, 8GB DDR3 RAM, 500GB Hard Disk Drive (HDD) SATA Hard Drive, Windows 10 Home 64bit",CSU-V4U-HTF,377.58,3,3,451,0.6651884700665188,364569162,364569162.0,657,0.91324200913242,377.58,0.0,0.0,TABLETS,Dell,100.0,354.93,125.86,0,New,0.0,0.0
"Pre-Owned HP 8200 Desktop Computer with Windows 11 Home, 8GB RAM, 1TB HDD, 19"" Dual Monitor, USB Mouse & Keyboard - Used PC",KILX-SLTF-99VPV,510.0,3,4,52,7.6923076923076925,347650482,347650482.0,77,5.194805194805195,680.0,170.0,0.0,TABLETS,HP,19.23076923076923,479.4,170.0,1,Pre-Owned: Good,0.25,0.0
"Pre-Owned Dell Optiplex 7010 Desktop Towers, Intel Core i5, 8GB, 1TB HD, DVD",XE9-FS-F6A,0.0,0,0,1,0.0,2042254389,2042254389.0,1,0.0,0.0,0.0,0.0,TABLETS,Dell,73.26531143188477,0.0,,0,Pre-Owned: Good,,
Restored Dell Optiplex 7050 Desktop Computer Quad Intel i5 (3.2) 8GB DDR4 RAM 250GB SSD Solid State Windows 10 Professional Home or Office PC (Refurbished),1ES-VH5B-1CXS,0.0,0,1,10,10.0,5023863151,5023863151.0,11,9.090909090909092,152.75,0.0,152.75,TABLETS,Dell,50.0,0.0,152.75,0,Restored: Like New,0.0,152.75
"Dell Optiplex 7010 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included)",CEQ-FPFT-AQ1,763.84,4,3,12,25.0,654157308,654157308.0,21,14.285714285714285,1336.72,0.0,572.88,COMPUTING,Dell,50.0,718.01,190.96,0,New,0.0,190.96
"Pre-Owned Used Lenovo Thinkcenter M91 Tower Intel Core i7(2600)-3.1GHz 8GB RAM, 1TB HDD, DVDRW, Windows 10 Pro",ES9-945-8FV,0.0,0,0,0,,324742780,324742780.0,0,,0.0,0.0,0.0,TABLETS,Lenovo,0.0,0.0,,0,Pre-Owned: Good,,
"Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 8GB RAM 2TB HDD Dual 19"" LCD Windows 10 (Refurbished)",BR3-3GC-I59T,0.0,0,0,0,,1173370175,1306511644.0,2,0.0,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Restored Dell Optiplex 3010 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 1TB SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included) (Refurbished)",FO9-2N91-L67,167.63,1,1,1,100.0,494293974,494293974.0,2,50.0,167.63,0.0,0.0,TABLETS,Dell,100.0,157.57,167.63,0,Restored: Like New,0.0,0.0
"Pre-Owned Used Dell OptiPlex 7010 Windows 11 Desktop Computer, Intel i3 Dual Core Processor 8GB of Ram 1TB 17"" Monitor HDD DVD and Wi-Fi",HF5-3A71-B60,1927.97,13,15,58,18.96551724137931,119054956,119054956.0,109,13.761467889908255,2225.35,0.0,297.38,TABLETS,Dell,49.96165165148283,1812.01,148.3566666667,0,Pre-Owned: Good,0.0,19.825333333333333
Restored HP Black Compaq 8100 Desktop Intel i5 Dual Core 3.2GHz 8GB RAM 2TB HDD Intel HD Graphics DVD-RW Windows 10 Professional 19'' Display Keyboard Mouse (Refurbished),YNV-VTY-YDAG,0.0,0,0,0,,113429795,113429795.0,1,0.0,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Restored Gaming Dell OptiPlex 5040 Fast Desktop PC, Intel Core i56th 16GB Ram, 240GB SSD, 500GB HDD, Nvidia GT 1030 Graphics, 16GB Flash Drive, Keyboard & Mouse, WiFi, Bluetooth, Windows 10 Pro (Refurbished)",F17-73E-NHEE,672.71,4,10,473,1.0570824524312896,459615978,459615978.0,1409,1.13555713271824,1740.18,173.89,893.58,TABLETS,Dell,0.2915456593036651,840.9,174.018,1,Restored: Like New,0.1,89.358
"Refurbished Dell OptiPlex 3020 Desktop Slim Computer SFF Intel Quad-Core i5 3.20GHz with Windows 7 Professional 16GB Memory 1TB Hard Drive PC with 17"" LCD Monitor",HA9-CUR0-I3C,0.0,0,0,0,,978934313,978934313.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,New,,
"HP EliteDesk 8200 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 8GB DDR3 RAM, 1TB SATA Hard Drive, Windows 11 Professional 64bit",TT8-6P22-V12,144.65,1,3,6,50.0,450997523,450997523.0,11,27.27272727272727,433.95,0.0,289.3,COMPUTING,HP,60.0,135.97,144.65,0,New,0.0,96.43333333333334
"Pre-Owned HP ProDesk 6200 Tower Computer PC, Intel Quad-Core i5, 2TB HDD, 16GB DDR3 RAM, Windows 10 Pro, DVW, WIFI, USB Keyboard and Mouse (Used )",KAC-W7S-QAD,0.0,0,1,0,,54388933,54388933.0,17,5.88235294117647,129.89,0.0,129.89,TABLETS,HP,5.612240473429362,0.0,129.89,0,Pre-Owned: Like New,0.0,129.89
"Pre-Owned Dell Optiplex 9020 Desktop Towers, Intel Core I7-4770, 16GB, 1TB, DVD",T0B-B5O-B29J,0.0,0,0,0,,129993893,129993893.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Pre-Owned: Good,,
"Pre-Owned Dell OptiPlex 7010 SFF Desktop PC with Intel Core i3 Processor, 8GB RAM, 500GB HD, DVD, Wi-Fi, 19"" LCD Monitor, Keyboard, and Mouse - Windows 10 Pre-installed - Used",FZ5-4S17-S14,0.0,0,0,1,0.0,659026571,659026571.0,28,0.0,0.0,0.0,0.0,TABLETS,Dell,66.61224914550782,0.0,,0,Pre-Owned: Like New,,
"Restored DellOptiplex Desktop Computer 3.3 GHz Core i3 Tower PC, 8GB, 2TB HDD, Windows 10 Home x64, 24"" Monitor, HDMI , USB Mouse & Keyboard (Refurbished)",FQS-S7B-TY6F,0.0,0,0,1,0.0,361238527,361238527.0,1,0.0,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Restored: Like New,,
"Restored Dell 7010 TWR Desktop PC with Intel Core i5-3470 Processor, 8GB Memory, 2TB Hard Drive and Windows 11 Pro (Monitor Not Included) (Refurbished)",PEB-Q0D9-13R,1424.06,11,10,12,25.0,414637343,414637343.0,66,15.151515151515152,1553.52,0.0,129.46,TABLETS,Dell,44.84496480768377,1338.59,129.46,0,Restored: Like New,0.0,12.946000000000002
"Restored Dell OptiPlex Desktop Computer PC with RGB Panel, Intel i5 Quad-Core 6th Gen. Processor, 16GB Ram, 1TB SSD, 22 inch Monitor, BTO RGB Gaming Keyboard & Mouse, WiFi, Windows 10 Pro (Refurbished)",XOE-ES9-T5VV,1277.78,6,7,163,3.6809815950920246,3674675849,1186201931.0,738,1.4905149051490514,1487.6,0.0,209.82,TABLETS,Dell,22.667634963989254,1312.42,212.5142857143,0,Restored: Like New,0.0,29.974285714285713
"Pre-Owned Used Lenovo/HP ThinkCentre M82 Core 2 250gb 4gb Win 10 Pro + 17"" LCD Desktop Set",JKZ-O9M-W91,0.0,0,0,0,,504112313,504112313.0,1,0.0,0.0,0.0,0.0,TABLETS,Lenovo,0.0,0.0,,0,Pre-Owned: Good,,
"Used Lenovo M58 TW, Intel Core 2 Duo E8400 3.0GHz, 8GB, 500GB HDD, DVD, WIFI, Bluetooth 4.0, VGA, DisPlay Port, Windows 10 Home 64 Bit",A1K-LC0-XYQ,0.0,0,0,0,,140689769,140689769.0,0,,0.0,0.0,0.0,TABLETS,Lenovo,0.0,0.0,,0,New,,
"Pre-Owned DELL Optiplex 790 Desktop Computer PC, Intel Quad-Core i5, 500GB HDD, 4GB DDR3 RAM, Windows 10 Pro, DVD, WIFI (Used )",NC8-K8S-XHU,0.0,0,0,0,,56218252,56218252.0,0,,0.0,0.0,0.0,TABLETS,Dell,32.653114318847656,0.0,,0,Pre-Owned: Like New,,
