#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
,,,,,,"270.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=1 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-16
,,,,,,"265.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=1 TB|ACCESSORIES=None,QZX-5WR-THH-17
,,,,,,"299.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=2 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-18
,,,,,,"295.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=2 TB|ACCESSORIES=None,QZX-5WR-THH-19
,,,,,,"210.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=128 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-20
,,,,,,"205.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=128 GB|ACCESSORIES=None,QZX-5WR-THH-21
,,,,,,"230.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=256 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-22
,,,,,,"225.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=256 GB|ACCESSORIES=None,QZX-5WR-THH-23
,,,,,,"270.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=512 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-24
,,,,,,"265.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=512 GB|ACCESSORIES=None,QZX-5WR-THH-25
,,,,,,"310.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=1 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-26
,,,,,,"305.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=1 TB|ACCESSORIES=None,QZX-5WR-THH-27
,,,,,,"360.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=2 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-28
,,,,,,"355.0",,"3","Variation",RAM Size=32 GB|SSD Capacity=2 TB|ACCESSORIES=None,QZX-5WR-THH-29
Revise,"CPUs/Processors (164)","157325136254",Intel Core i3-6100 - 3.7 GHz Dual-Core (SR2HG) Processor,"US","USD","11.99",,"10",,,IF_0E2937D2
